DateTime,Station,Energy Production (kWh),Energy Production (W),Water Flow (m³/s)
2023-02-08,Amberd 3,16709.0,60152400000.0,22588.849214463273
2023-02-09,Amberd 3,14676.06,52833816000.0,19840.523454570342
2023-02-10,Amberd 3,12866.7,46320120000.0,17394.454855930013
2023-02-11,Amberd 3,12185.46,43867656000.0,16473.488452263668
2023-02-12,Amberd 3,12049.52,43378272000.0,16289.711555847716
2023-02-13,Amberd 3,11237.52,40455072000.0,15191.971082920301
2023-02-14,Amberd 3,9829.96,35387856000.0,13289.094752780262
2023-02-15,Amberd 3,12679.66,45646776000.0,17141.596015959145
2023-02-16,Amberd 3,11509.26,41433336000.0,15559.335610153423
2023-02-17,Amberd 3,10325.56,37172016000.0,13959.094972463545
2023-02-18,Amberd 3,12608.12,45389232000.0,17044.881294982264
2023-02-19,Amberd 3,11906.86,42864696000.0,16096.849910690296
2023-02-20,Amberd 3,11979.52,43126272000.0,16195.078756457422
2023-02-21,Amberd 3,11143.02,40114872000.0,15064.216803743404
2023-02-22,Amberd 3,11081.28,39892608000.0,14980.750674681163
2023-02-23,Amberd 3,13500.62,48602232000.0,18251.44948720852
2023-02-24,Amberd 3,12114.9,43613640000.0,16378.09859047825
2023-02-25,Amberd 3,11905.46,42859656000.0,16094.957254702489
2023-02-26,Amberd 3,12109.3,43593480000.0,16370.527966527026
2023-02-27,Amberd 3,11921.0,42915600000.0,16115.965736167134
2023-02-28,Amberd 3,12046.86,43368696000.0,16286.115509470885
2023-03-01,Amberd 3,12516.0,45057600000.0,16920.344530984636
2023-03-02,Amberd 3,12502.7,45009720000.0,16902.36429910048
2023-03-03,Amberd 3,13344.52,48040272000.0,18040.418344568163
2023-03-04,Amberd 3,13517.56,48663216000.0,18274.35062466097
2023-03-05,Amberd 3,13766.760000000002,49560336000.00001,18611.24339049042
2023-03-06,Amberd 3,10830.96,38991456000.0,14642.343784061472
2023-03-07,Amberd 3,15116.08,54417888000.0,20435.385231537733
2023-03-08,Amberd 3,15056.72,54204192000.0,20355.136617654764
2023-03-09,Amberd 3,15303.12,55091232000.0,20688.244071508598
2023-03-10,Amberd 3,13995.8,50384880000.0,18920.88191009546
2023-03-11,Amberd 3,14428.26,51941736000.0,19505.5233447287
2023-03-12,Amberd 3,14954.52,53836272000.0,20216.972730544934
2023-03-13,Amberd 3,15925.42,57331512000.0,21529.529658088315
2023-03-14,Amberd 3,18978.82,68323752000.0,25657.412367492958
2023-03-15,Amberd 3,25209.800000000003,90755280000.00002,34081.05637242063
2023-03-16,Amberd 3,25571.0,92055600000.0,34569.36161727454
2023-03-17,Amberd 3,20664.0,74390400000.0,27935.602380014905
2023-03-18,Amberd 3,20577.9,74080440000.0,27819.204036764844
2023-03-19,Amberd 3,19624.36,70647696000.0,26530.11604347025
2023-03-20,Amberd 3,18540.2,66744720000.0,25064.443246513372
2023-03-21,Amberd 3,15925.0,57330000000.0,21528.961861291973
2023-03-22,Amberd 3,16169.3,58209480000.0,21859.2303311641
2023-03-23,Amberd 3,16524.2,59487120000.0,22339.018624072894
2023-03-24,Amberd 3,17873.8,64345680000.0,24163.53899631777
2023-03-25,Amberd 3,22906.66,82463976000.0,30967.448006881157
2023-03-26,Amberd 3,27041.0,97347600000.0,36556.650404470725
2023-03-27,Amberd 3,36305.5,130699800000.0,49081.30140377619
2023-03-28,Amberd 3,32225.06,116010216000.0,43564.96626171715
2023-03-29,Amberd 3,27312.6,98325360000.0,36923.82566610507
2023-03-30,Amberd 3,23423.4,84324240000.0,31666.02733198031
2023-03-31,Amberd 3,19096.56,68747616000.0,25816.584736067434
2023-04-01,Amberd 3,16988.3,61157880000.0,22966.434084030545
2023-04-02,Amberd 3,14662.2,52783920000.0,19821.786160291063
2023-04-03,Amberd 3,16027.06,57697416000.0,21666.936482803023
2023-04-04,Amberd 3,18726.4,67415040000.0,25316.166492891556
2023-04-05,Amberd 3,36692.46,132092856000.0,49604.43151880574
2023-04-06,Amberd 3,28753.620000000003,103513032000.00002,38871.93647435367
2023-04-07,Amberd 3,25998.0,93592800000.0,35146.62169355534
2023-04-08,Amberd 3,23795.1,85662360000.0,32168.527496742772
2023-04-09,Amberd 3,20577.2,74077920000.0,27818.25770877094
2023-04-10,Amberd 3,23310.0,83916000000.0,31512.722196968032
2023-04-11,Amberd 3,30808.54,110910744000.0,41649.97693325515
2023-04-12,Amberd 3,64417.08,231901488000.0,87085.26584212207
2023-04-13,Amberd 3,88760.42,319537512000.0,119994.95742368963
2023-04-14,Amberd 3,60733.12,218639232000.0,82104.93087580966
2023-04-15,Amberd 3,91522.34,329480424000.0,123728.7891564331
2023-04-16,Amberd 3,100707.18,362545848000.0,136145.74803003238
2023-04-17,Amberd 3,73046.12000000001,262966032000.00006,98750.84028856247
2023-04-18,Amberd 3,31748.5,114294600000.0,42920.70616346802
2023-04-19,Amberd 3,15005.2,54018720000.0,20285.486877303505
2023-04-20,Amberd 3,10433.5,37560600000.0,14105.01874912338
2023-04-21,Amberd 3,26836.6,96611760000.0,36280.32263025107
2023-04-22,Amberd 3,16752.4,60308640000.00001,22647.521550085257
2023-04-23,Amberd 3,9481.5,34133400000.0,12818.012677415376
2023-04-24,Amberd 3,15810.9,56919240000.0,21374.710398285795
2023-04-25,Amberd 3,14858.9,53492040000.0,20087.70432657779
2023-04-26,Amberd 3,17796.8,64068480000.0,24059.442916988446
2023-04-27,Amberd 3,18240.6,65666160000.0,24659.41486512291
2023-04-28,Amberd 3,66054.1,237794760000.00003,89298.34848866351
2023-04-29,Amberd 3,74836.3,269410680000.0,101170.97950016984
2023-04-30,Amberd 3,84772.8,305182080000.0,114604.10537362212
2023-05-01,Amberd 3,79792.16,287251776000.0,107870.7924314039
2023-05-02,Amberd 3,52828.02,190180872000.0,71418.04884066372
2023-05-03,Amberd 3,69675.76,250832736000.0,94194.46026351854
2023-05-04,Amberd 3,114461.48,412061328000.0,154740.14678223134
2023-05-05,Amberd 3,105910.42,381277512000.0,143179.99327431177
2023-05-06,Amberd 3,94849.44,341457984000.0,128226.68611145378
2023-05-07,Amberd 3,88222.54000000001,317601144000.00006,119267.79899317463
2023-05-08,Amberd 3,62799.100000000006,226076760000.00003,84897.92331701482
2023-05-09,Amberd 3,65641.52,236309472000.00003,88740.58276905712
2023-05-10,Amberd 3,75013.12,270047232000.0,101410.02195142972
2023-05-11,Amberd 3,84568.26,304445736000.0,114327.58833380368
2023-05-12,Amberd 3,93392.46,336212856000.0,126256.99902494419
2023-05-13,Amberd 3,101055.5,363799800000.0,136616.6408397985
2023-05-14,Amberd 3,102304.02,368294472000.0,138304.5114497238
2023-05-15,Amberd 3,78620.92,283035312000.0,106287.3964320055
2023-05-16,Amberd 3,60283.72,217021392000.0,81497.38830372397
2023-05-17,Amberd 3,61518.94,221468184000.0,83167.2786817651
2023-05-18,Amberd 3,76991.88,277170768000.0,104085.10192459456
2023-05-19,Amberd 3,127832.32,460196352000.0,172816.14705937024
2023-05-20,Amberd 3,188810.02,679716072000.0,255251.7249362496
2023-05-21,Amberd 3,205087.54,738315144000.0,277257.25757527107
2023-05-22,Amberd 3,164263.4,591348240000.0,222067.21970525262
2023-05-23,Amberd 3,187164.6,673792560000.0,253027.28635378135
2023-05-24,Amberd 3,200884.88,723185568000.0,271575.6935654766
2023-05-25,Amberd 3,236421.5,851117400000.0,319617.5483007498
2023-05-26,Amberd 3,242381.86,872574696000.0,327675.3419032346
2023-05-27,Amberd 3,228573.66,822865176000.0,309008.0758955051
2023-05-28,Amberd 3,185113.6,666408960000.0,250254.54533164573
2023-05-29,Amberd 3,234426.78,843936408000.0,316920.89204932394
2023-05-30,Amberd 3,245421.82,883518552000.0,331785.0551151563
2023-05-31,Amberd 3,237879.46,856366056000.0,321588.5602464508
2023-06-01,Amberd 3,242880.96,874371456000.0,328350.0737628874
2023-06-02,Amberd 3,246638.42,887898312000.0,333429.7731685596
2023-06-03,Amberd 3,246882.58,888777288000.0,333759.85237283295
2023-06-04,Amberd 3,250255.88,900921168000.0,338320.20697545126
2023-06-05,Amberd 3,247571.1,891255960000.0,334690.6605876359
2023-06-06,Amberd 3,245032.06,882115416000.0,331258.13968815113
2023-06-07,Amberd 3,245689.64,884482704000.0,332147.12020562356
2023-06-08,Amberd 3,245673.12,884423232000.0,332124.78686496743
2023-06-09,Amberd 3,249351.48,897665328000.0,337097.5512073286
2023-06-10,Amberd 3,242758.88,873931968000.0,328185.0341607507
2023-06-11,Amberd 3,233640.4,841105440000.0,315857.7871809734
2023-06-12,Amberd 3,220708.04,794548944000.0,298374.5667592153
2023-06-13,Amberd 3,218452.22,786427992000.0,295324.93016606366
2023-06-14,Amberd 3,219929.08,791744688000.0,297321.4929676001
2023-06-15,Amberd 3,172555.18,621198648000.0,233276.85332423056
2023-06-16,Amberd 3,160296.5,577067400000.0,216704.37896380466
2023-06-17,Amberd 3,180799.64,650878704000.0,244422.51517082064
2023-06-18,Amberd 3,190480.36,685729296000.0,257509.8527953008
2023-06-19,Amberd 3,164287.62,591435432000.0,222099.96265384168
2023-06-20,Amberd 3,162459.92,584855712000.0,219629.10026176108
2023-06-21,Amberd 3,109030.32,392509152000.0,147397.77714313718
2023-06-22,Amberd 3,131094.88,471941568000.0,177226.7925733531
2023-06-23,Amberd 3,153321.98,551959128000.0,207275.54536375328
2023-06-24,Amberd 3,85659.14,308372904000.0,115802.34587950203
2023-06-25,Amberd 3,69407.1,249865560000.0,93831.2595794586
2023-06-26,Amberd 3,70484.4,253743840000.0,95287.65836207524
2023-06-27,Amberd 3,84023.8,302485680000.0,113591.53442014597
2023-06-28,Amberd 3,76516.86,275460696000.0,103442.92374793201
2023-06-29,Amberd 3,81444.02,293198472000.0,110103.93723141606
2023-06-30,Amberd 3,80589.6,290122560000.0,108948.84928205813
2023-07-01,Amberd 3,74759.3,269133480000.0,101066.8834208405
2023-07-02,Amberd 3,53924.92,194129712000.0,72900.94480710963
2023-07-03,Amberd 3,48662.740000000005,175185864000.00003,65787.01874574366
2023-07-04,Amberd 3,50060.36,180217296000.0,67676.45721837025
2023-07-05,Amberd 3,65541.0,235947600000.0,88604.69006913264
2023-07-06,Amberd 3,47593.84,171337824000.0,64341.97589905384
2023-07-07,Amberd 3,48383.58,174180888000.0,65409.62314177514
2023-07-08,Amberd 3,50463.560000000005,181668816000.00003,68221.54214285836
2023-07-09,Amberd 3,45025.4,162091440000.0,60869.70922382516
2023-07-10,Amberd 3,37678.9,135644040000.0,50937.996927813765
2023-07-11,Amberd 3,39584.58,142504488000.0,53514.280258415136
2023-07-12,Amberd 3,29109.5,104794200000.0,39353.049626453925
2023-07-13,Amberd 3,24831.1,89391960000.0,33569.09292771913
2023-07-14,Amberd 3,22674.4,81627840000.0,30653.45637850416
2023-07-15,Amberd 3,20746.6,74687760000.0,28047.26908329545
2023-07-16,Amberd 3,19828.9,71384040000.0,26806.633083288692
2023-07-17,Amberd 3,18209.1,65552760000.0,24616.83010539728
2023-07-18,Amberd 3,17822.0,64159200000.0,24093.510724768952
2023-07-19,Amberd 3,17256.4,62123040000.0,23328.877705695373
2023-07-20,Amberd 3,16173.5,58224600000.0,21864.90829912752
2023-07-21,Amberd 3,15451.1,55623960000.0,20888.29780941968
2023-07-22,Amberd 3,15452.5,55629000000.0,20890.190465407486
2023-07-23,Amberd 3,14571.9,52458840000.0,19699.709849077582
2023-07-24,Amberd 3,13587.0,48913200000.0,18368.226361656143
2023-07-25,Amberd 3,18749.5,67498200000.0,25347.395316690352
2023-07-26,Amberd 3,18425.4,66331440000.0,24909.24545551329
2023-07-27,Amberd 3,13659.8,49175280000.0,18466.644473022046
2023-07-28,Amberd 3,13868.4,49926240000.0,18748.650215205125
2023-07-29,Amberd 3,13515.6,48656160000.0,18271.70090627804
2023-07-30,Amberd 3,11896.64,42827904000.0,16083.033521979312
2023-07-31,Amberd 3,10168.06,36605016000.0,13746.171173835382
2023-08-01,Amberd 3,14593.6,52536960000.0,19729.046016888577
2023-08-02,Amberd 3,13064.1,47030760000.0,17661.319350210644
2023-08-03,Amberd 3,10640.7,38306520000.0,14385.13183531865
2023-08-04,Amberd 3,11813.2,42527520000.0,15970.231225106081
2023-08-05,Amberd 3,17168.9,61808040000.0,23210.586706457507
2023-08-06,Amberd 3,12447.4,44810640000.0,16827.60438758215
2023-08-07,Amberd 3,11326.56,40775616000.0,15312.344003744754
2023-08-08,Amberd 3,10523.8,37885680000.0,14227.095060336858
2023-08-09,Amberd 3,10126.62,36455832000.0,13690.148556596328
2023-08-10,Amberd 3,9599.1,34556760000.0,12976.99578039107
2023-08-11,Amberd 3,9057.16,32605776000.0,12244.348647511411
2023-08-12,Amberd 3,8367.800000000001,30124080000.000004,11312.404839115794
2023-08-13,Amberd 3,8253.0,29710800000.0,11157.20704811571
2023-08-14,Amberd 3,8169.700000000001,29410920000.000004,11044.59401684126
2023-08-15,Amberd 3,9933.7,35761320000.0,13429.340561476678
2023-08-16,Amberd 3,9999.5,35998200000.0,13518.295392903554
2023-08-17,Amberd 3,9785.72,35228592000.0,13229.286823565595
2023-08-18,Amberd 3,9821.0,35355600000.0,13276.981754458304
2023-08-19,Amberd 3,9742.6,35073360000.0,13170.993019141173
2023-08-20,Amberd 3,9774.8,35189280000.0,13214.524106860708
2023-08-21,Amberd 3,11248.72,40495392000.0,15207.112330822747
2023-08-22,Amberd 3,7974.26,28707336000.0,10780.379240943557
2023-08-23,Amberd 3,9785.16,35226576000.0,13228.529761170472
2023-08-24,Amberd 3,10255.0,36918000000.0,13863.70511067813
2023-08-25,Amberd 3,10303.02,37090872000.0,13928.62321105987
2023-08-26,Amberd 3,10144.82,36521352000.0,13714.753084437805
2023-08-27,Amberd 3,9822.82,35362152000.0,13279.442207242451
2023-08-28,Amberd 3,9265.62,33356232000.0,12526.165124095707
2023-08-29,Amberd 3,16713.62,60169031999.99999,22595.094979223028
2023-08-30,Amberd 3,12782.7,46017720000.0,17280.89549666166
2023-08-31,Amberd 3,10731.56,38633616000.0,14507.965208927253
2023-09-01,Amberd 3,9879.66,35566776000.0,13356.28404034737
2023-09-02,Amberd 3,9544.36,34359696000.0,12902.99293126786
2023-09-03,Amberd 3,9510.2,34236720000.0,12856.812125165396
2023-09-04,Amberd 3,8831.06,31791816000.0,11938.68470548076
2023-09-05,Amberd 3,8803.2,31691520000.0,11901.020851323423
2023-09-06,Amberd 3,8820.7,31754520000.0,11924.679051170997
2023-09-07,Amberd 3,8593.9,30938040000.0,11618.068781146443
2023-09-08,Amberd 3,7524.16,27086976000.0,10171.890340863964
2023-09-09,Amberd 3,16735.32,60247152000.0,22624.43114703402
2023-09-10,Amberd 3,12177.9,43840440000.0,16463.268109929515
2023-09-11,Amberd 3,10439.8,37583280000.0,14113.535701068506
2023-09-12,Amberd 3,13191.5,47489400000.0,17833.55104510098
2023-09-13,Amberd 3,12945.1,46602360000.0,17500.44359124714
2023-09-14,Amberd 3,12674.9,45629640000.0,17135.160985600607
2023-09-15,Amberd 3,12639.06,45500616000.0,17086.708992312775
2023-09-16,Amberd 3,12180.7,43850520000.0,16467.053421905126
2023-09-17,Amberd 3,11042.5,39753000000.0,14928.32410381894
2023-09-18,Amberd 3,11354.0,40874400000.0,15349.44006110575
2023-09-19,Amberd 3,11234.3,40443480000.0,15187.617974148347
2023-09-20,Amberd 3,11235.7,40448520000.0,15189.510630136152
2023-09-21,Amberd 3,11786.46,42431256000.0,15934.081495738988
2023-09-22,Amberd 3,10911.46,39281256000.0,14751.171503360309
2023-09-23,Amberd 3,10666.6,38399760000.0,14420.14597109306
2023-09-24,Amberd 3,10920.7,39314520000.0,14763.663032879827
2023-09-25,Amberd 3,12968.9,46688040000.0,17532.618743039842
2023-09-26,Amberd 3,15836.66,57011976000.0,21409.535268461423
2023-09-27,Amberd 3,13336.26,48010536000.0,18029.251674240106
2023-09-28,Amberd 3,12321.26,44356536000.0,16657.07608308084
2023-09-29,Amberd 3,12889.1,46400760000.0,17424.737351734908
2023-09-30,Amberd 3,13492.5,48573000000.0,18240.472082479246
2023-10-01,Amberd 3,12045.6,43364160000.0,16284.412119081859
2023-10-02,Amberd 3,24894.52,89620272000.0,33654.83024396674
2023-10-03,Amberd 3,18100.6,65162160000.0,24470.149266342323
2023-10-04,Amberd 3,18700.5,67321800000.0,25281.152357117146
2023-10-05,Amberd 3,16293.2,58655520000.0,22026.730386084924
2023-10-06,Amberd 3,15053.5,54192600000.0,20350.78350888281
2023-10-07,Amberd 3,14050.4,50581440000.0,18994.69549361989
2023-10-08,Amberd 3,13950.16,50220576000.0,18859.18132489299
2023-10-09,Amberd 3,13936.3,50170680000.0,18840.44403061371
2023-10-10,Amberd 3,13694.66,49300776000.0,18513.771607118415
2023-10-11,Amberd 3,13614.3,49011480000.0,18405.133153418356
2023-10-12,Amberd 3,11560.5,41617800000.0,15628.606819307119
2023-10-13,Amberd 3,12888.4,46398240000.0,17423.791023741003
2023-10-14,Amberd 3,12318.6,44346960000.0,16653.480036704008
2023-10-15,Amberd 3,12163.2,43787520000.0,16443.395222057552
2023-10-16,Amberd 3,14231.0,51231600000.0,19238.84811604685
2023-10-17,Amberd 3,13045.2,46962720000.0,17635.768494375265
2023-10-18,Amberd 3,13464.5,48472200000.0,18202.618962723125
2023-10-19,Amberd 3,21967.4,79082640000.0,29697.665104662185
2023-10-20,Amberd 3,16503.2,59411520000.0,22310.628784255805
2023-10-21,Amberd 3,14562.1,52423560000.0,19686.461257162944
2023-10-22,Amberd 3,13319.6,47950560000.0,18006.729067985216
2023-10-23,Amberd 3,13903.26,50051736000.0,18795.77734930149
2023-10-24,Amberd 3,14386.4,51791040000.0,19448.932930693303
2023-10-25,Amberd 3,14288.4,51438240000.0,19316.44701154689
2023-10-26,Amberd 3,14091.7,50730120000.0,19050.528845260164
2023-10-27,Amberd 3,13560.4,48817440000.0,18332.265897887828
2023-10-28,Amberd 3,14360.5,51697800000.0,19413.918794918896
2023-10-29,Amberd 3,15090.6,54326160000.0,20400.938892559665
2023-10-30,Amberd 3,15343.3,55235880000.0,20742.56329835863
2023-10-31,Amberd 3,14618.1,52625160000.0,19762.167496675178
2023-11-01,Amberd 3,13068.3,47045880000.0,17666.99731817406
2023-11-02,Amberd 3,13237.7,47655720000.0,17896.00869269857
2023-11-03,Amberd 3,13321.0,47955600000.0,18008.62172397302
2023-11-04,Amberd 3,11581.5,41693400000.0,15656.996659124206
2023-11-05,Amberd 3,11296.6,40667760000.0,15271.841165605709
2023-11-06,Amberd 3,11258.8,40531680000.0,15220.73945393495
2023-11-07,Amberd 3,11415.6,41096160000.0,15432.71692456921
2023-11-08,Amberd 3,10935.4,39367440000.0,14783.53592075179
2023-11-09,Amberd 3,10521.0,37875600000.0,14223.309748361247
2023-11-10,Amberd 3,11041.8,39750480000.0,14927.377775825038
2023-11-11,Amberd 3,11059.3,39813480000.0,14951.03597567261
2023-11-12,Amberd 3,11116.7,40020120000.0,15028.634871172653
2023-11-13,Amberd 3,10838.1,39017160000.0,14651.99632959928
2023-11-14,Amberd 3,12489.4,44961840000.0,16884.384067216324
2023-11-15,Amberd 3,12364.1,44510760000.0,16714.9913563077
2023-11-16,Amberd 3,12282.9,44218440000.0,16605.217309014955
2023-11-17,Amberd 3,13508.46,48630456000.0,18262.04836074023
2023-11-18,Amberd 3,11914.7,42892920000.0,16107.448784222008
2023-11-19,Amberd 3,11809.0,42512400000.0,15964.553257142665
2023-11-20,Amberd 3,17955.7,64640520000.0,24274.259371604414
2023-11-21,Amberd 3,15988.0,57556800000.0,21614.131380743238
2023-11-22,Amberd 3,14029.4,50505840000.0,18966.305653802803
2023-11-23,Amberd 3,13641.6,49109760000.0,18442.03994518057
2023-11-24,Amberd 3,13076.7,47076120000.0,17678.353254100897
2023-11-25,Amberd 3,12002.2,43207920000.0,16225.739783459876
2023-11-26,Amberd 3,9843.4,35436240000.0,13307.264250263197
2023-11-27,Amberd 3,14111.3,50800680000.0,19077.026029089448
2023-11-28,Amberd 3,11883.2,42779520000.0,16064.864024496375
2023-11-29,Amberd 3,11757.2,42325920000.0,15894.524985593845
2023-11-30,Amberd 3,11829.3,42585480000.0,15991.99676896585
2023-12-01,Amberd 3,11557.7,41607720000.0,15624.821507331508
2023-12-02,Amberd 3,11550.0,41580000000.0,15614.411899398574
2023-12-03,Amberd 3,11571.0,41655600000.0,15642.801739215663
2023-12-04,Amberd 3,13253.8,47713680000.0,17917.77423655834
2023-12-05,Amberd 3,12661.6,45581760000.0,17117.18075371645
2023-12-06,Amberd 3,12149.2,43737120000.0,16424.468662179494
2023-12-07,Amberd 3,13807.5,49707000000.0,18666.31967973557
2023-12-08,Amberd 3,12728.1,45821160000.0,17207.08191313723
2023-12-09,Amberd 3,12014.66,43252776000.0,16242.58442175135
2023-12-10,Amberd 3,8450.82,30422952000.0,11424.639339192681
2023-12-11,Amberd 3,5723.76,20605536000.0,7737.934740545592
2023-12-12,Amberd 3,6174.56,22228416000.0,8347.369968619088
2023-12-13,Amberd 3,5852.0,21067200000.0,7911.302029028611
2023-12-14,Amberd 3,2075.36,7471296000.000001,2805.6732363234487
2023-12-15,Amberd 3,7739.200000000001,27861120000.000004,10462.60230059095
2023-12-16,Amberd 3,13022.1,46879560000.0,17604.539670576465
2023-12-17,Amberd 3,12283.6,44220960000.0,16606.16363700886
2023-12-18,Amberd 3,11305.56,40700016000.0,15283.954163927667
2023-12-19,Amberd 3,12793.9,46058040000.0,17296.036744564106
2023-12-20,Amberd 3,12313.0,44326800000.0,16645.909412752782
2023-12-21,Amberd 3,12769.26,45969336000.0,17262.72599917872
2023-12-22,Amberd 3,12951.4,46625040000.0,17508.96054319227
2023-12-23,Amberd 3,13115.9,47217240000.0,17731.34762175946
2023-12-24,Amberd 3,9282.56,33417216000.0,12549.06626154816
2023-12-25,Amberd 3,5481.0,19731600000.0,7409.748192260051
2023-12-26,Amberd 3,16424.8,59129280000.0,22204.640048938676
2023-12-27,Amberd 3,17081.96,61495056000.0,23093.05276961476
2023-12-28,Amberd 3,14161.0,50979600000.0,19144.215316656555
2023-12-29,Amberd 3,14757.4,53126640000.0,19950.486767461865
